               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 138,            0.017013,            0.013103,             0.04358,             0.68231,             0.65787,             0.73248,              0.5667,            0.011459,           0.0048016,            0.019242,          0.00028235,          0.00028235,          0.00028235
                 139,            0.016885,            0.013151,            0.042975,             0.68408,             0.65783,             0.73352,             0.56768,            0.011454,           0.0047996,            0.019177,          0.00025551,          0.00025551,          0.00025551
                 140,            0.016958,            0.013217,             0.04285,             0.68443,             0.65921,             0.73451,             0.56863,            0.011449,           0.0047978,            0.019113,          0.00023078,          0.00023078,          0.00023078
                 141,            0.017027,            0.013152,            0.042854,             0.68418,             0.65988,             0.73545,             0.56962,            0.011443,            0.004796,            0.019052,          0.00020817,          0.00020817,          0.00020817
                 142,            0.016763,            0.013094,            0.043775,             0.68357,             0.66216,             0.73634,             0.57018,            0.011437,           0.0047941,             0.01899,          0.00018768,          0.00018768,          0.00018768
                 143,            0.017153,             0.01326,             0.04225,             0.68369,             0.66368,             0.73749,             0.57106,            0.011431,           0.0047922,            0.018926,          0.00016932,          0.00016932,          0.00016932
                 144,            0.016833,            0.013116,            0.043049,             0.68571,             0.66405,              0.7385,               0.572,            0.011426,           0.0047902,            0.018865,           0.0001531,           0.0001531,           0.0001531
                 145,             0.01671,            0.013207,             0.04321,             0.68611,             0.66528,             0.73956,             0.57293,             0.01142,           0.0047884,            0.018803,          0.00013903,          0.00013903,          0.00013903
                 146,            0.016864,            0.013025,            0.042752,             0.68695,             0.66689,             0.74039,             0.57363,            0.011416,           0.0047866,            0.018743,          0.00012712,          0.00012712,          0.00012712
                 147,            0.016752,            0.013156,            0.042305,             0.68446,             0.67009,              0.7413,             0.57438,             0.01141,           0.0047848,            0.018684,          0.00011736,          0.00011736,          0.00011736
                 148,            0.016845,            0.013082,            0.042881,             0.68564,             0.66958,             0.74223,             0.57525,            0.011404,            0.004783,            0.018627,          0.00010977,          0.00010977,          0.00010977
                 149,            0.016634,            0.013128,            0.042506,             0.68606,             0.67076,             0.74313,             0.57599,              0.0114,           0.0047814,            0.018569,          0.00010434,          0.00010434,          0.00010434
